City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Avesta,SE,2022-08-28 16:39:18,60.1455,16.1679,61.39,66,100,4.56
294,Gigmoto,PH,2022-08-28 16:39:18,13.7796,124.39,80.87,86,80,6.22
295,Sabanagrande,CO,2022-08-28 16:39:18,10.7912,-74.7606,86.09,74,40,14.97
296,Ouadda,CF,2022-08-28 16:39:18,8.0777,22.4007,68.85,95,84,3.4
297,Mineiros,BR,2022-08-28 16:39:19,-17.5694,-52.5511,91.74,17,27,8.32
298,Bengkulu,ID,2022-08-28 16:34:40,-3.8004,102.2655,74.82,90,100,4.21
299,Kristiinankaupunki,FI,2022-08-28 16:39:19,62.2743,21.376,57.09,64,100,7.2
300,Fairlie,GB,2022-08-28 16:39:19,55.756,-4.8556,71.51,69,100,1.99
301,Nizhneivkino,RU,2022-08-28 16:39:20,58.194,49.5214,66.45,65,62,5.23
302,Seymchan,RU,2022-08-28 16:39:20,62.8833,152.4333,51.15,77,100,4.68
303,Batagay-Alyta,RU,2022-08-28 16:39:20,67.8006,130.4114,39.87,92,18,4.76
304,Chuy,UY,2022-08-28 16:39:20,-33.6971,-53.4616,51.89,46,68,14.18
305,Krasnyy Kholm,RU,2022-08-28 16:39:20,58.0607,37.1203,75.09,38,100,4.09
306,Guarapari,BR,2022-08-28 16:39:21,-20.6667,-40.4975,79.9,67,0,17.31
307,Ardmore,US,2022-08-28 16:39:21,34.1743,-97.1436,89.85,65,0,12.66
308,Belyy Yar,RU,2022-08-28 16:39:21,53.6039,91.3903,50.86,67,0,4.47
309,Sorland,NO,2022-08-28 16:34:47,67.667,12.6934,51.66,84,100,17.2
310,Geraldton,AU,2022-08-28 16:39:22,-28.7667,114.6,52.21,93,100,3.44
311,Hasaki,JP,2022-08-28 16:39:22,35.7333,140.8333,68.4,77,94,17.36
312,Naron,ES,2022-08-28 16:39:22,43.5167,-8.1528,78.91,73,19,2.84
313,Burnie,AU,2022-08-28 16:39:22,-41.0667,145.9167,52.95,86,100,10.67
314,Luanda,AO,2022-08-28 16:37:56,-8.8368,13.2343,73.4,73,75,3.44
315,Kulhudhuffushi,MV,2022-08-28 16:39:23,6.6221,73.07,80.71,82,73,18.63
316,General Artigas,PY,2022-08-28 16:39:23,-26.9333,-56.2167,52.83,71,100,12.21
317,Tokur,RU,2022-08-28 16:39:23,53.1333,132.9,42.26,84,41,2.53
318,North Bend,US,2022-08-28 16:39:23,43.4065,-124.2243,66.16,85,0,5.75
319,Hovd,MN,2022-08-28 16:39:24,48.0056,91.6419,55.65,62,88,2.3
320,Zhigansk,RU,2022-08-28 16:39:24,66.7697,123.3711,47.64,80,100,12.86
321,Port Hardy,CA,2022-08-28 16:39:24,50.6996,-127.4199,57.38,94,100,6.91
322,Filadelfia,US,2022-08-28 16:39:23,39.9523,-75.1638,88.3,68,75,11.5
323,Atar,MR,2022-08-28 16:39:24,20.5169,-13.0499,103.78,16,6,8.25
324,Curug,ID,2022-08-28 16:39:25,-6.2658,106.5564,82.24,84,75,4.61
325,Onguday,RU,2022-08-28 16:39:25,50.75,86.15,43.07,85,29,1.28
326,Inta,RU,2022-08-28 16:40:25,66.0317,60.1659,57.15,92,83,8.93
327,Nidzica,PL,2022-08-28 16:40:25,53.3605,20.4275,83.79,38,29,6.78
328,Guerrero Negro,MX,2022-08-28 16:37:21,27.9769,-114.0611,73.89,70,87,13.11
329,Svetlaya,RU,2022-08-28 16:40:26,46.5389,138.3297,55.87,78,0,7.72
330,Yabrud,SY,2022-08-28 16:40:26,33.9674,36.6574,79.68,25,20,4.36
331,Ystad,SE,2022-08-28 16:40:26,55.4297,13.8204,71.37,72,39,13.87
332,Hun,LY,2022-08-28 16:40:26,29.1268,15.9477,93.45,23,0,13.42
333,Nha Trang,VN,2022-08-28 16:40:27,12.25,109.1833,80.6,87,100,4.5
334,Hualmay,PE,2022-08-28 16:40:27,-11.0964,-77.6139,66.69,69,30,10.94
335,Camacha,PT,2022-08-28 16:40:27,33.0833,-16.3333,72.82,60,20,12.66
336,Kaputa,ZM,2022-08-28 16:40:27,-8.4689,29.6619,78.39,43,19,4.5
337,Wardenburg,DE,2022-08-28 16:40:28,53.0667,8.2,69.28,61,5,7.0
338,Zambezi,ZM,2022-08-28 16:40:28,-13.5432,23.1047,76.26,21,5,3.69
339,Puerto Escondido,MX,2022-08-28 16:40:28,15.85,-97.0667,82.8,70,100,1.1
340,Tura,IN,2022-08-28 16:38:11,25.5198,90.2201,74.41,94,84,4.83
341,Boa Vista,BR,2022-08-28 16:40:28,2.8197,-60.6733,78.78,78,75,2.3
342,Haapiti,PF,2022-08-28 16:40:29,-17.5667,-149.8667,69.53,75,0,4.83
343,Ambulu,ID,2022-08-28 16:40:29,-8.345,113.6058,73.51,84,100,2.57
344,Tessalit,ML,2022-08-28 16:40:29,20.1986,1.0114,93.22,32,100,2.77
345,Talnakh,RU,2022-08-28 16:40:29,69.4865,88.3972,36.21,76,97,6.4
346,Oranjestad,AW,2022-08-28 16:40:30,12.524,-70.027,89.55,58,20,21.85
347,Vila Franca Do Campo,PT,2022-08-28 16:37:07,37.7167,-25.4333,77.2,72,71,11.45
348,Levelland,US,2022-08-28 16:40:30,33.5873,-102.378,88.2,41,10,12.91
349,Henties Bay,NA,2022-08-28 16:40:30,-22.116,14.2845,55.13,86,0,12.62
350,Les Cayes,HT,2022-08-28 16:40:31,18.2,-73.75,86.97,62,98,14.2
351,Hambantota,LK,2022-08-28 16:40:31,6.1241,81.1185,79.05,79,74,17.05
352,Dubbo,AU,2022-08-28 16:40:31,-32.25,148.6167,53.73,82,75,10.36
353,San-Pedro,CI,2022-08-28 16:40:31,4.7485,-6.6363,75.15,90,99,7.29
354,Najran,SA,2022-08-28 16:40:32,17.4924,44.1277,90.25,20,58,10.76
355,Penzance,GB,2022-08-28 16:38:14,50.1186,-5.5371,66.88,73,94,18.61
356,Hit,IQ,2022-08-28 16:40:32,33.6416,42.8251,98.67,9,0,10.96
357,Bukama,CD,2022-08-28 16:40:32,-9.2,25.85,85.37,22,46,2.62
358,Dali,CN,2022-08-28 16:40:32,25.7,100.1833,62.98,95,100,4.32
359,Aleksandrov Gay,RU,2022-08-28 16:40:33,50.147,48.5704,86.13,17,56,9.35
360,Salalah,OM,2022-08-28 16:40:33,17.0151,54.0924,78.89,89,75,8.05
361,Guangyuan,CN,2022-08-28 16:39:22,32.442,105.823,66.13,98,100,7.29
362,Rusape,ZW,2022-08-28 16:40:33,-18.5278,32.1284,62.92,43,2,7.34
363,Bundaberg,AU,2022-08-28 16:40:34,-24.85,152.35,61.21,94,24,1.01
364,Prince Rupert,CA,2022-08-28 16:40:11,54.3161,-130.3201,57.29,94,100,20.71
365,Svetlogorsk,BY,2022-08-28 16:40:34,52.6333,29.7333,64.33,71,96,4.12
366,South Sioux City,US,2022-08-28 16:40:34,42.4739,-96.4136,78.75,73,20,16.11
367,Doka,SD,2022-08-28 16:40:34,13.5167,35.7667,72.46,83,91,4.34
368,Gimli,CA,2022-08-28 16:40:35,50.6336,-96.9907,73.42,64,78,9.22
369,Bulawayo,ZW,2022-08-28 16:40:35,-20.15,28.5833,70.38,20,0,10.92
370,Linxia,CN,2022-08-28 16:40:35,35.6003,103.2064,55.49,83,100,0.89
371,Yulara,AU,2022-08-28 16:40:35,-25.2406,130.9889,55.6,33,1,12.75
372,San Pedro,PH,2022-08-28 16:41:36,14.35,121.0167,78.03,91,75,4.61
373,Bonfim,BR,2022-08-28 16:41:36,3.0833,-59.95,88.45,57,38,2.26
374,Klaksvik,FO,2022-08-28 16:41:36,62.2266,-6.589,50.92,73,8,9.73
375,Usinsk,RU,2022-08-28 16:41:36,65.9939,57.5281,57.34,82,89,8.95
376,Kashi,CN,2022-08-28 16:41:37,39.4547,75.9797,61.81,82,71,8.95
377,Mgandu,TZ,2022-08-28 16:41:37,-5.95,34.1333,70.81,41,95,5.08
378,Tukrah,LY,2022-08-28 16:41:37,32.5341,20.5791,81.34,67,19,16.46
379,Port Hueneme,US,2022-08-28 16:40:58,34.1478,-119.1951,83.07,81,100,5.75
380,Lingao,CN,2022-08-28 16:41:37,19.9103,109.6859,80.69,86,69,6.42
381,Nikolsk,RU,2022-08-28 16:41:38,53.7189,46.0712,73.72,39,96,7.87
382,Santa Rosalia,MX,2022-08-28 16:41:38,27.3167,-112.2833,87.57,42,9,3.83
383,Channel-Port Aux Basques,CA,2022-08-28 16:41:38,47.5702,-59.1367,66.07,64,6,13.13
384,Krasnooktyabrskiy,RU,2022-08-28 16:41:38,44.9328,38.3712,87.1,82,18,7.0
385,Flinders,AU,2022-08-28 16:41:39,-34.5833,150.8552,60.39,79,80,6.4
386,Olavarria,AR,2022-08-28 16:41:39,-36.8927,-60.3225,52.02,36,0,8.48
387,Boende,CD,2022-08-28 16:41:39,-0.2167,20.8667,76.42,81,98,3.15
388,Jalu,LY,2022-08-28 16:41:39,29.0331,21.5482,94.46,25,0,10.65
389,Agadir,MA,2022-08-28 16:41:40,30.4202,-9.5982,79.25,67,62,5.14
390,Brigantine,US,2022-08-28 16:41:40,39.4101,-74.3646,84.06,85,100,10.36
391,San Cristobal,VE,2022-08-28 16:38:56,7.7669,-72.225,77.18,46,48,8.25
392,Ixtapa,MX,2022-08-28 16:41:40,20.7,-105.2,86.23,70,20,4.0
393,Ormara,PK,2022-08-28 16:41:40,25.2088,64.6357,79.61,83,7,15.01
394,Asmara,ER,2022-08-28 16:41:41,15.3333,38.9333,63.57,63,3,3.8
395,Matagami,CA,2022-08-28 16:41:41,49.7502,-77.6328,66.31,77,100,13.8
396,Hofn,IS,2022-08-28 16:41:41,64.2539,-15.2082,53.62,76,75,6.91
397,Zavyalovo,RU,2022-08-28 16:41:41,54.5053,82.4484,53.62,68,64,10.09
398,Keti Bandar,PK,2022-08-28 16:41:42,24.1447,67.4497,80.49,78,100,12.41
399,Bolitoc,PH,2022-08-28 16:41:42,15.7395,119.8769,79.83,84,100,3.36
400,Frolovo,RU,2022-08-28 16:41:42,49.7713,43.6622,83.39,19,99,9.44
401,Victoria,HK,2022-08-28 16:40:08,22.2855,114.1577,86.38,84,100,5.99
402,Necochea,AR,2022-08-28 16:40:02,-38.5473,-58.7368,49.1,52,16,16.15
403,San Quintin,MX,2022-08-28 16:41:17,30.4833,-115.95,71.22,75,90,8.86
404,Beyneu,KZ,2022-08-28 16:41:42,45.3167,55.2,89.19,19,21,6.85
405,Kunda,IN,2022-08-28 16:41:43,25.7167,81.5167,80.15,88,88,5.64
406,Frontera,MX,2022-08-28 16:41:43,26.9333,-101.45,87.33,74,40,0.0
407,Tirumullaivasal,IN,2022-08-28 16:41:43,11.2333,79.8333,81.16,81,97,8.5
408,Acapulco,MX,2022-08-28 16:41:04,16.8634,-99.8901,84.02,70,40,4.61
409,Atherton,GB,2022-08-28 16:41:44,53.5237,-2.4935,74.75,60,100,5.97
410,Marsabit,KE,2022-08-28 16:41:44,2.3284,37.9899,71.42,44,2,16.98
411,Broceni,LV,2022-08-28 16:41:44,56.7,22.5333,74.41,48,4,4.36
412,Arona,ES,2022-08-28 16:39:12,28.0996,-16.681,72.12,72,40,18.41
413,Lakki Marwat,PK,2022-08-28 16:41:44,32.6079,70.9114,91.98,52,21,5.84
414,Kurunegala,LK,2022-08-28 16:41:45,7.4863,80.3623,73.45,92,29,3.98
415,Oranjemund,NA,2022-08-28 16:41:45,-28.55,16.4333,55.11,75,0,16.58
416,Petropavlovsk-Kamchatskiy,RU,2022-08-28 16:41:19,53.0452,158.6483,54.19,100,100,4.47
417,Simbahan,PH,2022-08-28 16:41:45,6.3032,120.5836,83.53,74,61,10.22
418,Karlskoga,SE,2022-08-28 16:41:45,59.3267,14.5239,56.52,76,100,9.84
419,Makhachkala,RU,2022-08-28 16:42:46,42.9764,47.5024,77.02,62,0,19.13
420,Micheweni,TZ,2022-08-28 16:42:46,-4.9667,39.8333,74.64,78,15,13.18
421,Iberia,US,2022-08-28 16:42:46,29.9502,-91.7507,89.1,66,20,6.91
422,Arcachon,FR,2022-08-28 16:42:46,44.5875,-1.0519,95.05,21,0,10.36
423,Ampanihy,MG,2022-08-28 16:42:47,-24.7,44.75,67.95,55,1,7.63
424,Port-Cartier,CA,2022-08-28 16:42:47,50.0334,-66.8654,67.68,52,88,13.58
425,Pictou,CA,2022-08-28 16:42:47,45.6834,-62.7153,71.04,60,1,4.61
426,Ngaoundere,CM,2022-08-28 16:42:48,7.3167,13.5833,64.2,97,94,4.68
427,Lubao,PH,2022-08-28 16:42:48,14.9167,120.55,78.51,94,95,2.68
428,Shieli,KZ,2022-08-28 16:42:48,44.1667,66.75,78.93,22,1,6.22
429,Punta Alta,AR,2022-08-28 16:42:48,-38.8759,-62.0736,54.68,30,0,10.4
430,Bilibino,RU,2022-08-28 16:42:49,68.0546,166.4372,49.06,65,84,2.48
431,Adeje,ES,2022-08-28 16:42:49,28.1227,-16.726,76.32,73,40,18.41
432,Westport,US,2022-08-28 16:42:49,41.1415,-73.3579,82.09,63,100,12.66
433,Faya,SA,2022-08-28 16:42:49,18.3851,42.4509,78.91,45,99,7.09
434,Mosetse,BW,2022-08-28 16:42:50,-20.75,26.65,76.86,14,0,10.94
435,Kimberley,ZA,2022-08-28 16:42:50,-28.7323,24.7623,78.49,15,0,13.8
436,San Lorenzo,PY,2022-08-28 16:42:49,-25.3333,-57.5333,59.94,72,100,28.77
437,Lincoln,US,2022-08-28 16:39:03,40.8,-96.667,88.14,77,0,16.11
438,Velsk,RU,2022-08-28 16:42:50,61.0701,42.0983,69.67,55,41,5.03
439,Viking,CA,2022-08-28 16:42:50,53.1001,-111.7684,60.93,48,25,16.4
440,Sola,VU,2022-08-28 16:42:51,-13.8833,167.55,79.21,79,39,17.92
441,Falmouth,GB,2022-08-28 16:42:51,50.1544,-5.0711,68.9,90,94,16.11
442,Mitsamiouli,KM,2022-08-28 16:42:51,-11.3847,43.2844,73.69,78,20,3.44
443,Namatanai,PG,2022-08-28 16:42:51,-3.6667,152.4333,79.52,80,58,10.89
444,Sarangani,PH,2022-08-28 16:42:52,5.4033,125.4636,83.86,73,77,12.95
445,Manjeshwar,IN,2022-08-28 16:38:53,12.7194,74.8861,79.75,92,99,10.74
446,Pemangkat,ID,2022-08-28 16:42:52,1.1667,108.9667,78.19,81,100,2.68
447,Riberalta,BO,2022-08-28 16:42:52,-10.9833,-66.1,88.0,62,100,6.91
448,Lyngseidet,NO,2022-08-28 16:42:52,69.5763,20.2189,51.8,90,100,5.75
449,Autun,FR,2022-08-28 16:42:53,46.95,4.3,81.09,37,11,3.98
450,Karatsu,JP,2022-08-28 16:42:53,33.4425,129.9697,71.91,33,64,1.99
451,Takoradi,GH,2022-08-28 16:42:53,4.8845,-1.7554,77.16,77,92,10.67
452,Krasnoselkup,RU,2022-08-28 16:42:53,65.7,82.4667,39.38,85,100,11.81
453,Guarda,PT,2022-08-28 16:39:12,40.5373,-7.2658,85.23,28,0,11.34
454,Nabire,ID,2022-08-28 16:42:54,-3.3667,135.4833,75.22,92,100,3.56
455,Pachino,IT,2022-08-28 16:42:54,36.7186,15.0907,76.35,71,5,12.8
456,Fortuna,US,2022-08-28 16:41:13,40.5982,-124.1573,57.54,100,20,0.0
457,Esmeraldas,BR,2022-08-28 16:39:02,-19.7625,-44.3139,91.51,23,0,1.72
458,Santa Isabel Do Rio Negro,BR,2022-08-28 16:42:54,-0.4139,-65.0192,86.22,62,99,2.91
459,Xiaoweizhai,CN,2022-08-28 16:42:55,26.1903,107.5125,72.82,97,99,5.55
460,Illapel,CL,2022-08-28 16:42:55,-31.6308,-71.1653,79.86,23,0,6.78
461,Lianzhou,CN,2022-08-28 16:42:55,24.7811,112.3825,81.09,84,99,2.77
462,Elixir,HN,2022-08-28 16:42:55,15.4833,-86.3,94.86,44,52,2.15
463,Ferme-Neuve,CA,2022-08-28 16:42:56,46.7001,-75.4493,74.71,47,75,6.93
464,Touros,BR,2022-08-28 16:40:02,-5.1989,-35.4608,82.78,64,38,18.03
465,Buturlinovka,RU,2022-08-28 16:43:56,50.8239,40.6092,80.42,15,59,10.54
466,Lata,PT,2022-08-28 16:41:52,40.1629,-8.3327,82.96,43,33,8.75
467,Russell,US,2022-08-28 16:43:56,32.3502,-85.1999,88.38,66,0,4.61
468,Plouzane,FR,2022-08-28 16:43:57,48.3833,-4.6167,77.05,52,0,16.11
469,Neuquen,AR,2022-08-28 16:39:15,-38.9516,-68.0591,55.29,33,0,0.0
470,Kansk,RU,2022-08-28 16:40:16,56.2017,95.7175,48.36,77,99,17.6
471,Opuwo,NA,2022-08-28 16:43:57,-18.0607,13.84,78.85,16,0,3.51
472,Beisfjord,NO,2022-08-28 16:43:57,68.3751,17.5988,54.05,96,100,6.71
473,San Vicente,AR,2022-08-28 16:43:57,-26.6167,-54.1333,53.78,94,100,5.93
474,Igrim,RU,2022-08-28 16:43:58,63.1906,64.4162,62.46,91,42,6.26
475,Bollnas,SE,2022-08-28 16:43:58,61.3482,16.3946,60.46,56,100,4.54
476,Santa Vitoria Do Palmar,BR,2022-08-28 16:41:13,-33.5189,-53.3681,52.12,46,62,13.89
477,Lahij,YE,2022-08-28 16:43:58,13.1667,44.5833,88.5,43,48,5.79
478,Daura,NG,2022-08-28 16:43:58,11.5538,11.4085,69.17,92,100,10.07
479,Capao Da Canoa,BR,2022-08-28 16:43:59,-29.7456,-50.0097,53.71,65,100,14.36
480,Laguna,US,2022-08-28 16:43:59,38.421,-121.4238,78.08,69,0,8.05
481,Cayenne,GF,2022-08-28 16:40:12,4.9333,-52.3333,89.64,51,40,4.61
482,Altar,MX,2022-08-28 16:43:59,30.7,-111.8167,87.26,58,0,4.32
483,Booue,GA,2022-08-28 16:43:59,-0.0921,11.9385,82.89,53,88,2.71
484,Kapit,MY,2022-08-28 16:44:00,2.0167,112.9333,74.64,99,100,2.04
485,Ucluelet,CA,2022-08-28 16:39:26,48.9329,-125.5528,58.08,88,69,1.54
486,Laguna De Perlas,NI,2022-08-28 16:44:00,12.3429,-83.6712,86.09,67,96,3.87
487,Surt,LY,2022-08-28 16:44:00,31.2089,16.5887,82.27,66,0,11.88
488,Bajil,YE,2022-08-28 16:44:01,15.0584,43.2851,90.88,48,26,4.97
489,Likasi,CD,2022-08-28 16:44:01,-10.9814,26.7333,71.51,29,76,0.07
490,Trairi,BR,2022-08-28 16:40:27,-3.2778,-39.2689,86.65,51,45,15.75
491,Cockburn Town,TC,2022-08-28 16:41:15,21.4612,-71.1419,87.76,62,40,14.97
492,Soyo,AO,2022-08-28 16:44:01,-6.1349,12.3689,72.45,79,97,8.59
493,Ust-Tsilma,RU,2022-08-28 16:44:01,65.441,52.1498,59.11,72,98,3.11
494,Yar-Sale,RU,2022-08-28 16:44:02,66.8333,70.8333,40.64,65,95,10.42
495,Chongqing,CN,2022-08-28 16:44:02,29.5628,106.5528,90.23,64,0,0.0
496,Banda Aceh,ID,2022-08-28 16:44:02,5.5577,95.3222,79.18,78,94,13.33
497,Beni,CD,2022-08-28 16:44:02,0.5,29.4667,64.18,97,85,2.24
498,Bowen,AU,2022-08-28 16:44:03,-20.0167,148.2333,69.67,79,95,15.97
499,Husavik,IS,2022-08-28 16:41:48,66.0449,-17.3389,54.1,56,100,4.45
500,Puerto Del Rosario,ES,2022-08-28 16:44:03,28.5004,-13.8627,76.75,65,20,17.27
501,Bandarbeyla,SO,2022-08-28 16:44:03,9.4942,50.8122,75.31,85,22,26.75
502,Boguchany,RU,2022-08-28 16:44:04,58.3814,97.4531,43.75,95,98,7.18
503,Boden,SE,2022-08-28 16:44:04,65.8252,21.6886,62.6,54,11,7.67
504,Marrakesh,MA,2022-08-28 16:39:18,31.6315,-8.0083,93.27,38,40,5.75
505,Ishigaki,JP,2022-08-28 16:44:04,24.3448,124.1572,78.93,100,38,3.44
506,Preobrazheniye,RU,2022-08-28 16:44:04,42.9019,133.9064,62.56,67,80,5.82
507,Ust-Maya,RU,2022-08-28 16:45:05,60.4167,134.5333,52.81,67,100,0.89
508,Port Hedland,AU,2022-08-28 16:45:05,-20.3167,118.5667,59.05,82,0,5.75
509,Luganville,VU,2022-08-28 16:45:05,-15.5333,167.1667,76.35,88,82,11.74
510,Sayaxche,GT,2022-08-28 16:45:05,16.5167,-90.1667,85.82,64,100,4.32
511,Deer Lake,CA,2022-08-28 16:43:14,49.1667,-57.4316,71.46,40,75,16.11
512,College,US,2022-08-28 16:45:06,64.8569,-147.8028,52.9,90,75,3.44
513,Kununurra,AU,2022-08-28 16:45:06,-15.7667,128.7333,62.58,77,0,0.0
514,Constitucion,CL,2022-08-28 16:45:06,-35.3333,-72.4167,61.07,47,0,7.81
515,Meulaboh,ID,2022-08-28 16:45:07,4.1363,96.1285,75.61,88,84,2.37
516,Vangaindrano,MG,2022-08-28 16:45:07,-23.35,47.6,66.04,86,1,4.43
517,Manokwari,ID,2022-08-28 16:45:07,-0.8667,134.0833,77.67,81,100,4.52
518,Pontes E Lacerda,BR,2022-08-28 16:41:49,-15.2261,-59.3353,94.08,22,52,7.18
519,Itamaraca,BR,2022-08-28 16:45:07,-7.7478,-34.8256,82.45,66,31,12.86
520,Uvat,RU,2022-08-28 16:45:08,59.1433,68.8953,57.85,73,0,6.49
521,Guozhen,CN,2022-08-28 16:45:08,34.3659,107.359,63.25,96,100,1.48
522,Sakakah,SA,2022-08-28 16:45:08,29.9697,40.2064,99.97,12,3,8.81
523,Port Keats,AU,2022-08-28 16:45:08,-14.25,129.55,72.12,71,8,5.26
524,Caborca,MX,2022-08-28 16:45:09,30.5838,-111.101,82.58,68,2,5.28
525,Olafsvik,IS,2022-08-28 16:45:09,64.8945,-23.7142,52.38,86,100,16.11
526,Hirtshals,DK,2022-08-28 16:45:09,57.5881,9.9592,63.79,81,85,17.98
527,Gizo,SB,2022-08-28 16:45:09,-8.103,156.8419,80.38,79,100,7.67
528,Koscierzyna,PL,2022-08-28 16:45:10,54.1223,17.9812,71.31,93,97,11.34
529,Dobryanka,RU,2022-08-28 16:44:26,58.4619,56.4165,65.84,74,86,3.58
530,Saint-Michel-Des-Saints,CA,2022-08-28 16:45:10,46.6834,-73.9159,73.94,43,56,6.04
531,Taber,CA,2022-08-28 16:42:16,49.8167,-112.1518,62.44,59,98,11.5
532,Tecoanapa,MX,2022-08-28 16:45:10,16.5167,-98.75,85.6,65,98,2.19
533,Lotofaga,WS,2022-08-28 16:45:11,-13.9764,-171.8578,79.0,69,7,15.28
534,Pangkalanbuun,ID,2022-08-28 16:45:11,-2.6833,111.6167,73.54,99,100,0.96
535,Mayo,US,2022-08-28 16:45:11,38.8876,-76.5119,88.36,78,40,9.22
536,Severo-Yeniseyskiy,RU,2022-08-28 16:45:11,60.3725,93.0408,39.65,95,100,6.35
537,Chara,RU,2022-08-28 16:45:12,56.9064,118.2631,53.15,82,97,0.74
538,Pangnirtung,CA,2022-08-28 16:45:12,66.1451,-65.7125,50.0,57,75,9.22
539,Barabai,ID,2022-08-28 16:45:12,-2.5833,115.3833,73.0,97,56,1.72
540,Sheltozero,RU,2022-08-28 16:45:12,61.3667,35.3667,70.93,64,60,3.04
541,Anadyr,RU,2022-08-28 16:45:13,64.75,177.4833,45.1,93,40,2.24
542,Ozernovskiy,RU,2022-08-28 16:45:13,51.5,156.5167,64.0,91,7,25.55
543,Dubai,AE,2022-08-28 16:43:27,25.2582,55.3047,93.13,52,0,6.91
544,Yumen,CN,2022-08-28 16:45:13,40.2833,97.2,69.22,32,91,1.81
545,Sharjah,AE,2022-08-28 16:45:13,25.3573,55.4033,93.18,52,0,6.91
546,Rosetta,EG,2022-08-28 16:45:14,31.4044,30.4164,79.34,72,0,13.44
547,Tateyama,JP,2022-08-28 16:45:14,34.9833,139.8667,72.1,82,89,15.9
548,Champerico,GT,2022-08-28 16:41:16,14.3,-91.9167,82.94,69,94,4.27
549,Vostok,RU,2022-08-28 16:45:14,46.4856,135.8833,46.67,95,43,4.61
550,Wilmington,US,2022-08-28 16:42:09,34.2257,-77.9447,87.85,70,40,9.22
551,Vanderhoof,CA,2022-08-28 16:45:14,54.0166,-124.0198,58.35,62,100,5.03
552,Porto De Moz,BR,2022-08-28 16:45:15,-1.7483,-52.2383,94.75,38,87,3.87
553,Nouadhibou,MR,2022-08-28 16:45:15,20.931,-17.0347,78.78,65,10,21.85
554,Salym,RU,2022-08-28 16:45:15,60.0625,71.4789,59.9,63,0,8.99
555,Puerto Penasco,MX,2022-08-28 16:46:09,31.3167,-113.5333,87.91,77,0,18.01
556,Poltava,UA,2022-08-28 16:46:16,49.5937,34.5407,70.27,79,58,8.59
